사업번호,자치구,법정동,사업구분,운영구분,추진위원회/조합명,대표지번,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고,위치도,조감도,배치도,조합사무실 주소,조합사무실 전화번호,진행단계_구간
11590-100002006,동작구,흑석동,재개발(주택정비형),조합,흑석3재정비촉진구역 주택재개발정비사업조합,흑석동 253-89,착공신고,운영,1042,흑석3재정비 촉진구역,흑석동253-89번지 외 808필지,103497.4,168683.95,제12종 일반주거지역,,77410.3,16179.4,9549.4,,4245.9,358.3,1283.0,공동주택,23.67,244.77,572.0,20.0,5.0,1130,542.0,552.0,36.0,338,156.0,136.0,46.0,,/servlet/image/assc/2015/05/201505061653511430898831499.png,/servlet/image/assc/2015/11/201511201151201447987880332.jpg,/servlet/image/assc/2015/11/201511201154251447988065625.jpg,"서울특별시 동작구 서달로 153, 흑석중앙상가 5층 (흑석동)",02-812-6737,관리처분인가~이전고시
11620-900000021,관악구,봉천동,재개발(주택정비형),조합,봉천제14구역 재개발정비사업조합,봉천동 1,사업시행인가,운영,668,봉천제14구역 재개발정비사업,봉천3동 4-51번지 일원,74264.5,148486.0, 제3종일반주거지역,,58782.2,9079.7,5134.1,,1268.5,,,공동주택 등,23.46,270.83,884.0,27.0,4.0,1311,643.0,560.0,108.0,260,95.0,85.0,80.0,1571세대,/servlet/image?url=images/assc/2019/12/201912061544301575614670280.jpg,/servlet/image?url=images/assc/2023/10/202310111418481697001528041.jpg,/servlet/image?url=images/assc/2025/07/202507211642501753083770866.jpg,2층,02-887-5510,사업시행인가~관리처분인가
11170-900001142,용산구,서계동,재개발(주택정비형),공공지원자,서계 통합구역 주택정비형재개발 사업(신속통합기획),서계동 33,정비구역지정,운영,1879,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,정비구역지정~조합설립
11620-100003010,관악구,봉천동,재개발(주택정비형),조합,봉천4-1-3구역 주택재개발정비사업조합,봉천동 480,사업시행인가,운영,493,관악구 봉천동 4-1-3구역 주택재개발 정비사업,관악구 봉천동 480번지,79832.0,160576.78,제2종 일반주거지역(7층) 제3종 일반주거지역,,35303.1,948.8,,3999.8,,,985.0,공동주택 및 부대복리시설 등,27.36,259.53,83.0,28.0,3.0,694,314.0,274.0,106.0,161,46.0,81.0,34.0,,/servlet/image?url=images/assc/2023/06/202306071817101686129430858.png,/servlet/image?url=images/assc/2023/06/202306071817111686129431001.png,/servlet/image/assc/2024/08/202408051553501722840830573.jpg,성현빌딩 2층,02-871-4811,사업시행인가~관리처분인가
11440-900000735,마포구,도화동,재개발(주택정비형),조합,마포로1구역 제10지구 도시정비형 재개발사업 조합,도화동 536,사업시행인가,운영,162,마포로1구역 제10지구 도시정비형 재개발사업 ,마포구 도화동 536,3280.5,44403.7,일반상업지역,주상복합지구,3280.5,76.5,,,,,,비주거,51.36,869.84,23.0,23.0,7.0,100,,,100.0,0,,,,,/servlet/image?url=images/assc/2020/05/202005281658461590652726109.jpg,/servlet/image/assc/2025/04/202504221545311745304331902.jpg,/servlet/image/assc/2025/04/202504221546321745304392075.jpg,"서울특별시 마포구 독막로 331, 1107호 (도화동)",02-704-7110,사업시행인가~관리처분인가
11200-100002000,성동구,용답동,재개발(주택정비형),조합,용답동 주택재개발정비사업조합,용답동 108-1,일반분양승인,운영,627,용답동 주택재개발정비사업조합,성동구 용답동 108-1번지,73341.0,231651.08,제3종 일반주거지역,제3종 일반주거지역,53959.0,9173.0,17796.0,,,,,공동주택(아파트),11.6,249.86,,35.0,2.0,1033,,783.0,250.0,218,102.0,87.0,29.0,,/servlet/image/assc/2011/11/201111171546271321512387853.jpg,/servlet/image?url=images/assc/2022/06/202206281148331656384513892.png,/servlet/image/assc/2017/09/201709201753401505897620341.jpg,"서울특별시 성동구 용답중앙11길 12 (용답동,제일아카데미)",02-2217-0194,관리처분인가~이전고시
11590-100009000,동작구,대방동,재개발(주택정비형),조합,노량진8재정비촉진구역 조합,대방동 23-61,관리처분인가,운영,437,노량진8 재정비촉진구역 주택재개발정비사업조합,동작구 대방동 23-61번지,55832.9,154331.84,2종일반주거지역 2종일반주거(7층이하),-,42080.9,11514.0,0.0,0.0,1453.0,785.0,,공동주택,20.08,229.44,300.0,29.0,3.0,1007,497.0,462.0,48.0,172,80.0,70.0,22.0,0,/servlet/image/assc/2010/08/201008061651261281081086844.jpg,/servlet/image?url=images/assc/2025/05/202505141155231747191323962.jpg,/servlet/image?url=images/assc/2025/05/202505141155241747191324923.jpg,3층,02-823-1324,사업시행인가~관리처분인가
11620-100004002,관악구,신림동,재개발(주택정비형),조합,신림2재정비촉진구역 재개발정비사업조합,신림동 324-25,철거신고,운영,714,신림2재정비촉진구역 주택재개발정비사업조합 ,관악구 신림동 324-25번지 ,95797.5,138338.55,제2종주거일반지역 자연녹지지역,재정비촉진지구,58241.2,5434.8,22977.5,1105.7,397.5,,7978.9,공동주택,25.16,248.71,7955.0,28.0,7.0,1252,811.0,357.0,84.0,183,57.0,,126.0,,/servlet/image?url=images/assc/2024/06/202406120956571718153817897.jpg,/servlet/image/assc/2025/08/202508071527331754548053138.jpg,/servlet/image/assc/2025/08/202508071529011754548141472.jpg,"서울특별시 관악구 호암로 528, 4층 (신림동)",02-875-8061,관리처분인가~이전고시
11530-900000056,구로구,고척동,재개발(주택정비형),조합,고척제4구역 주택재개발정비사업조합,고척동 148,착공신고,운영,270,고척제4구역주택재개발조합,구로구 고척동 148번지,41675.0,130987.56,제3종일반주거지역 준공업지역,,33683.0,3697.0,4295.0,,,,,공동주택,20.87,269.89,80.0,25.0,3.0,786,350.0,392.0,44.0,161,78.0,66.0,17.0,,/servlet/image/assc/2011/11/201111171158561321498736622.jpg,/servlet/image/assc/2018/12/201812211640161545378016086.jpg,/servlet/image/assc/2018/12/201812211641111545378071533.jpg,4층,02-2066-9491,관리처분인가~이전고시
11290-100003002,성북구,안암동,재개발(주택정비형),조합,안암2구역 주택재개발 정비사업조합,안암동3가 132-17,착공신고,운영,133,안암제2구역주택재개발정비사업조합,성북구 안암동3가 132-17번지,11189.2,35024.9,도시지역,제2종일반주거지역,9985.9,488.3,715.0,,,,,,25.18,192.4,34.0,,,181,65.0,92.0,24.0,0,,,,,/servlet/image/assc/2011/03/201103101523291299738209653.jpg,/servlet/image/assc/2017/02/201702141541141487054474165.jpg,/servlet/image/assc/2017/02/201702141546321487054792647.jpg,203호,02-927-4333,관리처분인가~이전고시
11290-100016010,성북구,장위동,재개발(주택정비형),조합,장위10구역 주택재개발정비사업조합,장위동 68-37,관리처분인가,운영,650,장위10구역주택재개발정비사업,성북구 장위동 68-37,94245.0,286514.82,제2종일반주거지역,일반미관지구,733.69,7766.0,,10227.0,1109.0,874.0,900.0,공동주택 및 부대복리시설,19.04,264.22,94.0,23.0,3.0,1506,346.0,916.0,244.0,320,,,320.0,,/servlet/image?url=images/assc/2018/11/201811131100431542074443228.gif,/servlet/image/assc/2021/10/202110141139421634179182683.jpg,/servlet/image/assc/2021/10/202110141140461634179246346.jpg,장위뉴타워 10층 1001호,02-916-1233,사업시행인가~관리처분인가
11305-900000117,강북구,미아동,재개발(주택정비형),조합,미아3재정비촉진구역 주택재개발정비사업조합,미아동 439-,관리처분인가,운영,482,미아3재정비촉진구역 주택재개발정비사업조합,강북구 미아동 439번지 일대,57553.4,157885.93,제2종 제3종 일반주거지역,일반미관지구,42772.0,11433.4,3156.0,,,,192.0,아파트,25.1,229.06,9.0,29.0,3.0,858,471.0,384.0,3.0,179,68.0,77.0,34.0,,/servlet/image?url=images/assc/2016/11/201611071106241478484384395.jpg,/servlet/image?url=images/assc/2016/11/201611071106351478484395531.jpg,/servlet/image?url=images/assc/2021/05/202105061836351620293795236.jpg,"서울특별시 강북구 솔샘로68길 33, 대금빌딩 2층 (미아동)",02-984-9100,사업시행인가~관리처분인가
11290-100023000,성북구,정릉동,재개발(주택정비형),조합,길음5재정비촉진구역 주택재개발정비사업 조합,정릉동 175,조합설립인가,운영,290,길음5재정비촉진구역,성북구 정릉동 175번지,36333.9,118000.19,제3종 일반주거지역,재정비촉진지구,26782.1,5970.1,2046.7,900.0,364.0,,1535.0,공동주택(아파트),16.54,279.78,,30.0,6.0,660,261.0,348.0,51.0,158,42.0,49.0,67.0,,/servlet/image?url=images/assc/2021/12/202112291007081640740028554.jpg,/servlet/image/assc/2011/11/201111241610121322118612677.jpg,/servlet/image/assc/2011/11/201111241614251322118865294.jpg,"서울특별시 성북구 서경로 34, 2층 (정릉동)",02-911-2288,정비구역지정~조합설립
11290-100016005,성북구,장위동,재개발(주택정비형),조합,장위15구역 주택재개발정비사업조합,장위동 233-42,조합설립인가,운영,1593,장위15구역 주택재개발정비사업,장위동 233-42,189450.0,401598.28,제12종 일반주거지역(712층),,63237.0,21509.0,27802.0,4324.0,1950.0,7652.0,,공동주택 및 복리시설,60.0,236.0,100.0,33.0,,2464,572.0,963.0,929.0,420,179.0,193.0,48.0,,/servlet/image?url=images/assc/2020/04/202004141616351586848595875.jpg,/servlet/image/assc/2010/07/201007161128241279247304744.jpg,/servlet/image/assc/2010/07/201007161128241279247304854.jpg,"서울특별시 성북구 화랑로 262, 4층 (석관동)",02-915-9501,정비구역지정~조합설립
11350-900001304,노원구,상계동,재개발(주택정비형),공공지원자,상계3재정비촉진구역 공공재개발정비사업,상계동 71-183,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,"서울특별시 노원구 덕릉로126길 30, 4층 (상계동)",02-932-5101,정비구역지정~조합설립
11545-900001313,금천구,시흥동,재개발(주택정비형),조합,독산시흥구역,시흥동 871,조합설립인가,운영,0,독산시흥구역 주택정비형 재개발사업,금천구 시흥동 871-0,88326.3,302331.3,제1종일반주거지역 제2종일반주거지역(7층이하) 제3종일반주거지역,,63928.7,15278.8,6220.0,0.0,598.8,0.0,2300.0,공동주택 및 부대복리시설,20.03,299.96,0.0,3.0,45.0,1730,927.0,725.0,78.0,342,100.0,160.0,82.0,,/servlet/image?url=images/assc/2025/08/202508270748101756248490370.png,/servlet/image?url=images/assc/2025/08/202508270748101756248490489.png,/servlet/image?url=images/assc/2025/08/202508270748101756248490577.png,"서울특별시 강남구 테헤란로 518, 7층 (대치동)",02-6420-1800,정비구역지정~조합설립
11230-100006042,동대문구,이문동,재개발(주택정비형),조합,이문3재정비촉진구역 주택재개발정비사업조합,이문동 149-8,일반분양승인,운영,1571,이문3재정비촉진구역,동대문구 이문동 149-8,137372.0,669722.26,준주거지역,중심지미관지구,120457.0,19649.0,12967.0,0.0,0.0,0.0,1710.0,공동주택판매및오피스텔,26.21,357.18,143.0,41.0,6.0,4140,2106.0,1312.0,722.0,1308,349.0,222.0,737.0,,/servlet/image/assc/2011/07/201107191645281311061528605.jpg,/servlet/image/assc/2021/01/202101051003391609808619003.jpg,/servlet/image?url=images/assc/2023/01/202301171426551673933215886.png,3층,02-969-5192,관리처분인가~이전고시
11710-900000144,송파구,마천동,재개발(주택정비형),조합,마천3재정비촉진구역 주택재개발정비사업조합,마천동 283-,조합설립인가,운영,1601,마천3재정비촉진구역,마천동 283,13493.02,411564.83,도시지역 제2종일반주거지역,재정비촉진지구 과밀억제권역 등,90211.2,20056.0,12849.7,0.0,0.0,0.0,1181.33,공동주택 및 근린생활시설 등,22.71,267.85,119.0,25.0,5.0,1969,582.0,1229.0,158.0,395,152.0,158.0,85.0,,/servlet/image/assc/2011/02/201102251350321298609432468.bmp,/servlet/image?url=images/assc/2024/05/202405091541031715236863217.jpg,/servlet/image?url=images/assc/2024/05/202405091541041715236864083.jpg,4층,02-408-1497,정비구역지정~조합설립
11470-100001014,양천구,신월동,재개발(주택정비형),조합,신정1재정비촉진구역1지구 주택재개발정비사업 조합,신월동 551-10,준공인가,운영,1761,신월신정뉴타운제1구역1지구 주택재개발정비사업조합,신월6동 551 번지일대,174801.0,408078.23,제2종일반주거지역 ,재정비촉진지구,111940.6,24547.6,12573.2,,4934.7,12854.1,7949.12,공동주택/부대복리시설,22.06,236.35,65.0,,,2417,730.0,1393.0,294.0,415,178.0,167.0,70.0,,/servlet/image/assc/2010/07/201007081451141278568274810.jpg,/servlet/image/assc/2015/05/201505200946291432082789918.jpg,/servlet/image/assc/2015/05/201505200953431432083223460.jpg,국민은행 3층,02-2606-3880,관리처분인가~이전고시
11230-100003011,동대문구,제기동,재개발(주택정비형),조합,제기제4구역 주택재개발정비사업조합,제기동 288,철거신고,운영,380,제기제4구역 주택재개발정비사업,동대문구 제기동 288번지,33485.7,117027.93,제2종일반주거지역 특별건축구역,,3348.57,356.97,,,,,,공동주택,29.88,249.96,,25.0,2.0,753,625.0,128.0,,156,59.0,81.0,16.0,,/servlet/image/assc/2015/07/201507171539311437115171567.jpg,/servlet/image/assc/2019/03/201903081434001552023240528.jpg,/servlet/image/assc/2019/03/201903081435101552023310172.jpg,2층,02-966-9000,관리처분인가~이전고시
11290-100014002,성북구,길음동,재개발(주택정비형),조합,길음역세권재정비촉진구역 주택재개발정비사업조합,길음동 542-1,일반분양승인,운영,180,길음역세권재정비촉진구역 주택재개발정비사업조합,성북구 길음동 542-1번지,13449.0,75303.87,준주거지역 제3종일반주거지역,중심미관지구,13449.0,1850.0,1280.0,,,,,공동주택 및 판매/교육연구,52.61,399.59,110.0,35.0,5.0,276,72.0,97.0,107.0,63,24.0,24.0,15.0,,/servlet/image/assc/2011/11/201111221057091321927029607.jpg,/servlet/image?url=images/assc/2017/05/201705171137411494988661051.jpg,/servlet/image?url=images/assc/2017/05/201705171145321494989132983.png,"서울특별시 성북구 동소문로 248 (길음동,돈암2-1 삼부아파트)",02-911-5130,관리처분인가~이전고시
11170-900000099,용산구,보광동,재개발(주택정비형),조합,한남2재정비촉진구역 주택재개발정비사업 조합,보광동 272-3,관리처분인가,운영,929,한남 제2재정비촉진구역,용산구 보광동 272-3,114580.6,161889.03,도시지역 제2종일반주거지역(7층이하),재정비촉진지구,83758.9,19008.8,3192.6,2801.0,5819.3,0.0,0.0,공동주택 및 부대복리시설 근리생활시설,32.14,195.42,45.0,14.0,6.0,1299,424.0,629.0,246.0,238,97.0,137.0,4.0,,/servlet/image?url=images/assc/2022/05/202205191408581652936938079.jpg,/servlet/image/assc/2022/05/202205191343421652935422898.jpg,/servlet/image/assc/2022/05/202205191346201652935580854.jpg,"서울특별시 용산구 녹사평대로26길 83, 3, 4층 (이태원동)",02-797-6588,사업시행인가~관리처분인가
11290-900000106,성북구,정릉동,재개발(주택정비형),조합,정릉골구역 주택재개발정비사업조합,정릉동 757,관리처분인가,운영,636,정릉3동 주택재개발 ,성북구 정릉동 757번지,203965.0,252884.0,제1종일반주거지역 제1종지구단위계획구역,자연경관지구,162151.0,19285.0,1810.0,13056.0,0.0,0.0,7663.0,공동주택,41.12,109.13,20.0,4.0,2.0,1417,,1156.0,261.0,0,,,,,/servlet/image?url=images/assc/2021/10/202110221520431634883643919.jpg,/servlet/image?url=images/assc/2022/01/202201071703301641542610179.jpg,/servlet/image?url=images/assc/2022/01/202201071703301641542610471.jpg,서울특별시 성북구 보국문로18길 1 (정릉동),02-910-8805,사업시행인가~관리처분인가
11290-100016009,성북구,장위동,재개발(주택정비형),조합,장위 4구역 주택재개발정비사업조합,장위동 289,착공신고,운영,1172,장위4구역 주택재개발정비사업조합,성북구 장위동 62-1번지,153501.0,428982.0,제2종일반주거지역,일반미관지구,105997.0,29254.0,5021.0,5500.0,2251.0,0.0,2399.0,공동주택,23.15,263.36,,32.0,3.0,2356,825.0,1438.0,93.0,484,194.0,200.0,90.0,,/servlet/image?url=images/assc/2021/10/202110291701371635494497015.jpg,/servlet/image/assc/2015/01/201501231731381422001898696.jpg,/servlet/image?url=images/assc/2021/10/202110221444091634881449168.png,우성빌딩 4층,02-909-3161,관리처분인가~이전고시
11290-100016014,성북구,장위동,재개발(주택정비형),조합,장위제6구역 주택재개발정비사업조합,장위동 25-55,착공신고,운영,786,장위제6구역주택재개발정비사업조합설립추진위원회,성북구 장위동 25-55,105163.9,250368.9,도시. 주거지역,제1.2.3종 일반주거지역,61422.6,16629.3,22782.0,2565.3,1764.7,,,공동주택(아파트) 및 복리시설,19.28,264.48,93.0,33.0,3.0,1352,473.0,818.0,61.0,285,129.0,126.0,30.0,,/servlet/image/assc/2014/11/201411071121551415326915616.jpg,/servlet/image/assc/2023/09/202309111602571694415777512.png,/servlet/image/assc/2023/09/202309111608321694416112577.jpg,3층,02-911-7520,관리처분인가~이전고시
11350-100002017,노원구,상계동,재개발(주택정비형),조합,상계5재정비촉진구역 주택재개발정비사업 조합,상계동 109-43,조합설립인가,운영,801,상계5재정비촉진구역,노원구 상계동 109-43번지,115964.1,151420.87,제23종일반주거지역 준주거지역,,49506.0,24934.9,15745.9,,8559.0,,266.2,공동주택,24.82,261.0,,33.0,3.0,1250,213.0,727.0,310.0,213,105.0,86.0,22.0,,/servlet/image/assc/2010/07/201007081255481278561348267.jpg,/servlet/image/assc/2011/04/201104071409551302152995525.jpg,/servlet/image/assc/2011/04/201104071409581302152998580.jpg,"서울특별시 노원구 덕릉로 816, 2층 (상계동)",02-937-0016,정비구역지정~조합설립
11590-900001319,동작구,상도동,재개발(주택정비형),조합,상도15구역 주택정비형 재개발사업,상도동 279,조합설립인가,운영,2108,상도15구역 주택정비형 재개발사업,동작구 상도동 279-0,141286.8,473303.17,제2종일반주거지역,,,8205.7,10351.3,,,,2848.8,공동주택,20.21,249.98,,35.0,4.0,2704,1123.0,1361.0,220.0,500,192.0,,308.0,,/servlet/image?url=images/assc/2025/06/202506301002251751245345495.jpg,,,서울특별시 중구 삼일대로 343 (저동1가),02-6362-1152,정비구역지정~조합설립
11290-100009003,성북구,동소문동,재개발(주택정비형),조합,동소문제2구역 주택재개발정비사업조합,동소문동2가  33,조합설립인가,운영,239,동소문제2구역 주택재개발정비사업,동소문동2가 33번지 외 248필지,20657.3,80797.63,준주거지역 일반상업지역,,15319.8,4247.3,860.0,,230.2,,,공동주택및 부대복리시설 판매시설,37.0,337.0,100.0,29.0,3.0,421,195.0,184.0,42.0,73,30.0,35.0,8.0,,/servlet/image/assc/2010/08/201008241036481282613808662.bmp,/servlet/image?url=images/assc/2023/10/202310191013301697678010092.jpg,/servlet/image/assc/2011/12/201112191316591324268219707.jpg,3층 303호,02-764-3511,정비구역지정~조합설립
11440-100004008,마포구,공덕동,재개발(주택정비형),조합,공덕6구역 주택재개발 정비사업,공덕동 119,사업시행인가,운영,66,공덕 제6주택재개발정비구역,마포구 공덕동 119번지,11301.4,26569.94,제2종일반주거지역,,10830.4,471.0,,,,,,공동주택 및 부대복리시설,24.88,234.17,,20.0,3.0,155,90.0,65.0,,11,,6.0,5.0,,/servlet/image?url=images/assc/2018/07/201807021155131530500113684.jpg,/servlet/image?url=images/assc/2024/05/202405141859221715680762581.jpg,/servlet/image?url=images/assc/2024/05/202405141859241715680764200.jpg,"서울특별시 마포구 마포대로14길 16, 2층 (공덕동)",02-711-6173,사업시행인가~관리처분인가
11410-900000078,서대문구,북가좌동,재개발(주택정비형),조합,가재울뉴타운7구역주택재개발정비사업조합,북가좌동 73-1,조합설립인가,운영,704,가재울7재정비촉진구역 주택재개발정비사업조합,서대문구 북가좌2동 73-1번지,79696.0,237137.06,제2종 일반주거지역,재정비촉진지구,57799.0,6767.0,5549.0,1043.0,0.0,7438.0,1100.0,공동주택 및 부대복리시설,20.52,254.91,736.0,29.0,3.0,1350,405.0,631.0,314.0,224,108.0,95.0,21.0,임대224세대,/servlet/image?url=images/assc/2017/09/201709261320071506399607586.jpg,/servlet/image?url=images/assc/2022/08/202208171540571660718457773.png,/servlet/image?url=images/assc/2023/04/202304190855521681862152328.jpg,"서울특별시 서대문구 응암로 87, 삼진빌딩 4층 (북가좌동)",02-303-6737,정비구역지정~조합설립
11320-100003000,도봉구,도봉동,재개발(주택정비형),조합,도봉제2구역 주택재개발정비사업조합,도봉동 95,착공신고,운영,120,도봉제2주택재개발구역,도봉구 도봉동 95,13436.3,50282.19,제3종일반주거지역,정비구역,12081.5,667.4,687.4,,,,,공동주택,35.06,262.6,54.0,18.0,2.0,239,30.0,209.0,,60,33.0,27.0,,,/servlet/image/assc/2010/11/201011121201181289530878588.jpg,/servlet/image?url=images/assc/2024/06/202406131147491718246869568.jpg,/servlet/image?url=images/assc/2024/06/202406131147521718246872422.jpg,"서울특별시 도봉구 마들로 728-7, 삼성빌딩 302호 (도봉동)",02-954-6116,관리처분인가~이전고시
11380-100001064,은평구,수색동,재개발(주택정비형),조합,수색6재정비촉진구역 주택재개발 정비사업조합,수색동 115-5,일반분양승인,운영,539,수색6재정비촉진구역주택재개발정비사업조합,은평구 수색동 115-5번지 일대,66062.0,179097.07,,,43809.0,15311.0,1502.0,2579.0,,456.0,,공동주택(아파트)및 부대복리시설,22.59,267.79,84.0,30.0,3.0,1015,315.0,700.0,,208,88.0,97.0,23.0,,/servlet/image/assc/2010/10/201010220945471287708347726.jpg,/servlet/image/assc/2014/07/201407141742281405327348248.jpg,/servlet/image/assc/2014/07/201407141742291405327349814.jpg,2층,02-375-8901,관리처분인가~이전고시
11590-100005002,동작구,노량진동,재개발(주택정비형),조합,노량진5재정비촉진구역 조합,노량진동 270-3,관리처분인가,운영,409,노량진5 재정비촉진구역 주택재개발정비사업조합,노량진동 270-3,38017.0,118672.22,제1종3종 일반주거지역,,29584.5,6968.5,1464.0,,,,,공동주택 및 부대복리시설,18.57,270.63,90.0,28.0,5.0,515,80.0,250.0,185.0,108,45.0,48.0,15.0,,/servlet/image?url=images/assc/2021/01/202101271136521611715012830.png,/servlet/image/assc/2021/03/202103251803151616662995529.jpg,/servlet/image/assc/2021/03/202103251801421616662902063.jpg,서울특별시 동작구 노량진로6길 34  (노량진동),02-822-3304,사업시행인가~관리처분인가
11590-100005001,동작구,노량진동,재개발(주택정비형),조합,노량진6재정비촉진구역 조합,노량진동 294-220,철거신고,운영,812,노량진6재정비촉진구역,동작구 노량진동 294-220번지,73892.0,197896.86,제3종 일반 주거지역,일반미관지구,49352.0,7719.0,7536.0,,9285.0,,,아파트 및 부대복리시설,17.37,255.63,8675.0,28.0,4.0,1040,341.0,601.0,98.0,243,103.0,104.0,36.0,,/servlet/image/assc/2010/08/201008062226341281101194923.jpg,/servlet/image/assc/2019/06/201906031138531559529533984.jpg,/servlet/image/assc/2019/06/201906031141041559529664112.jpg,"서울특별시 동작구 상도로15길 143, 205호 (상도동)",02-813-0705,관리처분인가~이전고시
11590-100005005,동작구,노량진동,재개발(주택정비형),조합,노량진2재정비촉진구역 조합,노량진동 312-75,철거신고,운영,146,노량진2재정비촉진구역,동작구 노량진동 312-75번지,16213.0,83746.91,준주거지역,재정비촉진지구,12111.0,4102.0,,,,,,공동주택판매시설 커뮤니트 지원시설,49.88,408.56,155.0,45.0,4.0,299,79.0,179.0,41.0,105,,,105.0,,/servlet/image/assc/2010/04/201004081323101270700590505.jpg,/servlet/image?url=images/assc/2025/05/202505231414131747977253037.jpg,/servlet/image?url=images/assc/2025/05/202505261342151748234535664.jpg,3층,02-812-5113,관리처분인가~이전고시
11380-100001059,은평구,수색동,재개발(주택정비형),조합,수색7재정비촉진구역 주택재개발정비사업조합,수색동 189,일반분양승인,운영,234,수색7재정비촉진구역 주택재개발정비사업조합,은평구 수색동 189,31793.6,100411.08,제2종일반주거지역(7층),제2종일반주거지역,25362.0,5357.6,270.0,758.0,,46.0,,공동주택(아파트),22.31,249.0,63.0,22.0,3.0,537,180.0,357.0,,112,45.0,45.0,22.0,,/servlet/image/assc/2011/12/201112151243161323920596825.jpg,/servlet/image/assc/2015/05/201505221552431432277563497.jpg,/servlet/image/assc/2015/05/201505221554561432277696104.jpg,중앙메디칼빌딩 4층 402호,02-303-1794,관리처분인가~이전고시
11230-100009003,동대문구,전농동,재개발(주택정비형),조합,전농제9구역 공공재개발정비사업 주민대표회의,전농동 103-236,조합설립인가,운영,717,전농제9구역 공공재개발정비사업 주민대표회의,전농동 103-236번지 외,49061.0,170220.15,제3종일반주거지역 ,정비구역기타(주택재개발 정비예정구역)<도시 및 주거환경정비법> 과밀억제권역<수도권정비계획법>,36229.0,7732.0,3600.0,,,,1500.0,공동주택 세대 및 (1159 )  부대복리시설 공공청사,18.18,299.68,175.0,35.0,3.0,920,503.0,355.0,62.0,239,96.0,29.0,114.0,향후 건축심의 및 사업시행인가에 따라 확정예정,/servlet/image?url=images/assc/2024/11/202411011058021730426282324.png,/servlet/image?url=images/assc/2024/11/202411011058021730426282977.png,/servlet/image?url=images/assc/2023/04/202304121330501681273850565.jpg,"서울특별시 동대문구 전농로 227, 2층 전농9구역추진위원회사무실 (전농동)",02-2212-7729,정비구역지정~조합설립
11545-900001269,금천구,시흥동,재개발(주택정비형),공공지원자,시흥1구역,시흥동 810,정비구역지정,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,정비구역지정~조합설립
